Unnamed: 0,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,manufacturer,discount_percentage,Revenue
473,50269973,Biểu Tượng Thất Truyền (Tái Bản 2020),Dan Brown,219000,155000,1351,Truyện Trinh Thám,312,4.7,Nhà Xuất Bản Lao Động,29.22,209405000
474,34267257,Nhân tố Enzyme - Phương Thức Sống Lành Mạnh (Tái Bản 2019),Hiromi Shinya,89000,62300,11445,Others,1343,4.8,Unknown,30.0,713023500
475,203231461,SIGNS Thông Điệp Bí Ẩn Từ Vũ Trụ,Laura Lynne Jackson,129000,95400,65,Lĩnh Vực Khác,4,4.8,Nhà Xuất Bản Thanh Niên,26.05,6201000
476,207475552,Vua Sáng Chế Tập 23,Tatsuki Nohda,20000,20000,34,Others,4,5.0,Nhà Xuất Bản Kim Đồng,0.0,680000
477,205942265,Infinite Dendrogram 3 - Đại Chiến Siêu Cấp,Kaidou Sakon,130000,78000,45,Light Novel,8,5.0,Nhà Xuất Bản Hà Nội,40.0,3510000
478,205423656,Nhân Duyên Tiền Kiếp,Unknown,195000,195000,2802,Others,0,0.0,Nhà Xuất Bản Thanh Niên,0.0,546390000
479,17960478,RIO Book No.3 - Hình Ảnh Điều Khiển Tâm Trí - 33 Kỹ Thuật Điều Khiển Tâm Lý Trong Truyền Thông Thị Giác,Andrews - Van Leeuwen - Van Baaren,155000,108500,2127,Sách Marketing - Bán Hàng,213,4.8,Nhà Xuất Bản Dân Trí,30.0,230779500
480,178483637,Nước Ép Trị Liệu Và Chế Độ Ăn Theo Phương Pháp Cơ Thể Tự Chữa Lành,Emma Phạm,199000,139300,1792,Others,219,5.0,Nhà Xuất Bản Thế Giới,30.0,249625600
481,94803499,Rừng Sâu Tăm Tối,Ruth Ware,165000,156750,11,Tiểu Thuyết,5,4.8,Nhà Xuất Bản Hội Nhà Văn,5.0,1724250
482,480687,Vô Thường,Nguyễn Bảo Trung,79000,52000,10187,Truyện Ngắn - Tản Văn - Tạp Văn,707,4.8,Unknown,34.18,529724000
483,66067655,Trải Nghiệm Khách Hàng Xuất Sắc,Nguyễn Dương,250000,167500,8054,"Sách Quản Trị, Lãnh Đạo",810,5.0,Nhà Xuất Bản Thế Giới,33.0,1349045000
484,45321628,Tiệm Bá Nghệ Tada Trước Ga Mahoro,Miura Shion,120000,72000,685,Tiểu Thuyết,95,5.0,Nhà Xuất Bản Dân Trí,40.0,49320000
485,20917699,Làm Sao Học Ít Hiểu Nhiều,Zion Kabasawa,128000,85700,2703,Others,478,4.8,Unknown,33.05,231647100
486,69644748,Thiền Sư Và Em Bé 5 Tuổi,Thích Nhất Hạnh,120000,80400,3869,Others,594,5.0,Nhà Xuất Bản Dân Trí,33.0,311067600
487,205757105,Komi - Nữ Thần Sợ Giao Tiếp Tập 15,Tomohito Oda,25000,23100,98,Others,8,4.6,Nhà Xuất Bản Kim Đồng,7.6,2263800
488,8886005,Bay Trên Tổ Chim Cúc Cu (Tái Bản),Ken Kesey,118000,70800,2499,Truyện Dài,277,4.8,Unknown,40.0,176929200
489,66712456,Trở Về Không - Trải Nghiệm Ho'oponopono - Thực Hiện Hóa Những Phép Màu Trong Cuộc Sống,Joe Vitale,159000,107200,5119,Others,836,5.0,Nhà Xuất Bản Thế Giới,32.58,548756800
490,129381090,Minh Triết Trong Đời Sống (Tái Bản),Darshani Deane,108000,71200,1006,Others,138,5.0,Nhà Xuất Bản Thế Giới,34.07,71627200
491,3644267,Đặc Quyền Của Gái Hư,Kara King,86000,67100,15646,Others,572,4.6,Unknown,21.98,1049846600
492,7326881,Những Nguyên Tắc Đạo Đức Trong Giáo Dục,John Dewey,50000,50000,3,Others,0,0.0,Nhà Xuất Bản Đà Nẵng,0.0,150000
493,198419657,Chú Thuật Hồi Chiến - Tập 7,Unknown,30000,30000,2447,Others,584,5.0,Nhà Xuất Bản Kim Đồng,0.0,73410000
494,177321531,"Súng, Vi Trùng Và Thép",Jared Diamond,299000,194000,415,Kiến Thức Bách Khoa,63,5.0,Nhà Xuất Bản Thế Giới,35.12,80510000
495,205802190,Thám Tử Lừng Danh Conan - Tập 100 - Bìa Gập - Tặng Kèm Postcard Vuông Conan 100,Gosho Aoyama,20000,20000,79,Others,6,5.0,Nhà Xuất Bản Kim Đồng,0.0,1580000
496,198127380,Harry Potter và Hội Phượng Hoàng - Bản Màu Bìa Cứng,J.K. Rowling,1500000,1050700,303,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,59,4.8,Nxb Trẻ,29.95,318362100
497,76278485,Ảo Dạ (Tái Bản),Higashino Keigo,179000,107400,817,Truyện Trinh Thám,206,5.0,Nhà Xuất Bản Hà Nội,40.0,87745800
498,50668886,"Thiện, Ác Và Smart Phone (Tái Bản)",Đặng Hoàng Giang,105000,63000,2124,Others,371,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,133812000
499,46253703,Danh Gia Cổ Vật - Bí Ẩn Thanh Minh Thượng Hà Đồ,Mã Bá Dung,150000,75000,1736,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,285,4.8,Nhà Xuất Bản Hội Nhà Văn,50.0,130200000
500,179546074,Luật Hấp Dẫn - Quy Luật Về Sự Thịnh Vượng Và Thành Công,Prentice Mulford,129000,83000,446,Others,40,4.7,Nhà Xuất Bản Thanh Niên,35.66,37018000
501,56218385,Thông Điệp Của Nước (Tái Bản 2020),Masaru Emoto,89000,62300,2957,Others,406,4.7,Nhà Xuất Bản Lao Động,30.0,184221100
502,76286239,Súng Săn,Yasushi Inoue,79000,31600,237,Tiểu Thuyết,32,4.8,Nhà Xuất Bản Hội Nhà Văn,60.0,7489200
503,94173462,Muôn Kiếp Nhân Sinh 2,Nguyên Phong,268000,176800,23606,Others,5447,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.03,4173540800
504,202015697,Văn Phòng Thám Tử Quái Vật - Tập 15,Sho Aimoto,30000,26100,209,Others,24,5.0,Nxb Trẻ,13.0,5454900
505,203763653,Vivre Card - Thẻ Dữ Liệu Nhân Vật One Piece Booster Pack - Kẻ Chi Phối Đáng Sợ! Gia Tộc Donquixote!!,Unknown,25000,24900,148,Others,11,5.0,Nhà Xuất Bản Kim Đồng,0.4,3685200
506,750578,Khi Hơi Thở Hóa Thinh Không,Paul Kalanithi,109000,68670,59734,Tiểu Sử - Hồi Ký,2099,4.7,Unknown,37.0,4101933780
507,124767704,Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Vãn Tình,119000,94100,1574,Others,257,4.8,Nhà Xuất Bản Thế Giới,20.92,148113400
508,35785372,Y Học Dinh Dưỡng - Những Điều Bác Sĩ Không Nói Với Bạn,Unknown,169000,110000,4568,Others,458,4.8,Unknown,34.91,502480000
509,200619302,Anh em phi hành gia - Tập 35,Chuya Koyama,45000,39100,220,Others,16,4.8,Nxb Trẻ,13.11,8602000
510,138226289,Storytelling With Data: Let’S Practice! - Thực Hành Kể Chuyện Thông Qua Dữ Liệu!,Cole Nussbaumer Knaflic,399000,279000,1472,Sách Kỹ Năng Làm Việc,239,5.0,Nhà Xuất Bản Thế Giới,30.08,410688000
511,66452062,Trái Tim Của Brutus,Higashino Keigo,138000,82800,2247,Truyện Trinh Thám,465,4.8,Nhà Xuất Bản Hà Nội,40.0,186051600
512,90985718,"Càng Mạnh Mẽ, Càng Dịu Dàng (Tái Bản)",Lý Ái Linh,99000,64001,1473,Others,187,5.0,Nhà Xuất Bản Hội Nhà Văn,35.35,94273473
513,200619298,"Gửi em, người bất tử - Tập 13",Yoshitoki Oima,30000,26100,280,Others,33,5.0,Nxb Trẻ,13.0,7308000
514,202153825,Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 6,Chirolu,140000,101000,434,Light Novel,86,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,27.86,43834000
515,199045170,Dragon Ball Full Color - Phần Năm: Truy Lùng Cell Bọ Hung - Tập 5,Akira Toriyama,77000,70100,437,Others,48,5.0,Nhà Xuất Bản Kim Đồng,8.96,30633700
516,7544175,Một Trăm Cái Bóng,Hwang Jungeun,70000,52000,848,Tiểu Thuyết,37,4.8,Unknown,25.71,44096000
517,74981856,"Gửi Bạn, Người Đã Kiệt Sức Vì Những Chịu Đựng Âm Thầm [Tặng Kèm: 1 Bookmark Daisy]",Geulbaewoo,96000,62001,2883,Truyện Ngắn - Tản Văn - Tạp Văn,668,5.0,Nhà Xuất Bản Thế Giới,35.42,178748883
518,201892202,Anh Em Phi Hành Gia - Tập 36,Chuya Koyama,45000,36000,149,Others,12,5.0,Nxb Trẻ,20.0,5364000
519,173882437,8 Vụ Án Hoàn Hảo - Vạch Trần Tâm Lý Kẻ Phạm Tội,Peter Swanson,145000,104000,1496,Others,329,4.8,Nhà Xuất Bản Thanh Niên,28.28,155584000
520,44433397,"Yêu Mình Trước Đã, Yêu Đời Để Sau",Vex King,109000,70001,5252,Others,597,4.8,Unknown,35.78,367645252
521,173763072,Tâm Lý Học Hẹn Hò - Nghệ Thuật Giao Tiếp Trong Tình Yêu,Nhiều Tác Giả,109000,76001,1336,Others,142,4.8,Nhà Xuất Bản Dân Trí,30.27,101537336
522,204985083,Gia Định Là Nhớ Sài Gòn Là Thương_FN,Cù Mai Công,118000,105000,153,Others,15,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,11.02,16065000
523,207494302,Tiểu Thuyết One Piece Film RED [Tặng Kèm Bìa Áo Và Poster Gập Sẵn Bên Trong],Eiichiro Oda,65000,65000,46,Others,8,5.0,Nhà Xuất Bản Kim Đồng,0.0,2990000
524,177321527,Cường Quốc Trong Tương Lai,Hamada Kazuyuki,119000,74200,148,Sách Kinh Tế Học,17,5.0,Nhà Xuất Bản Thế Giới,37.65,10981600
525,130233544,Mèo Và Triết Lý Nhân Sinh - Mèo Đã Dạy Chúng Ta Điều Gì Về Cuộc Sống,John Gray,209000,137000,2672,Others,417,4.8,Nhà Xuất Bản Thanh Niên,34.45,366064000
526,198415075,Ikigami - Tập 10,Motoro Mase,45000,39100,287,Others,25,5.0,Nxb Trẻ,13.11,11221700
527,206308045,Yu-Gi-Oh! Gx Tập 3: Vòng Bảng Kết Thúc!! [Tặng Kèm Bookmark PVC],Kazuki Takahashi,30000,29100,74,Others,6,4.8,Nhà Xuất Bản Kim Đồng,3.0,2153400
528,12055610,Bàn Về Khoa Học,Leon Tolstoy,50000,45000,9,Kiến Thức Bách Khoa,0,0.0,Unknown,10.0,405000
529,196515658,Blue Period - Tập 04,Yasuhisa Hara,48000,38400,683,Others,109,5.0,Nxb Trẻ,20.0,26227200
530,192733741,Mùi hương - Tái Bản,Patrick Suskind,115000,69000,160,Tác Phẩm Kinh Điển,24,5.0,Nhà Xuất Bản Văn Học,40.0,11040000
531,73316977,Hành Trình Của Linh Hồn (Tái Bản 2020),Michael Duff Newton,129000,90300,1874,Others,281,4.8,Nhà Xuất Bản Văn Hoá Dân Tộc,30.0,169222200
532,2216865,Pierre Và Jean,Guy De Maupassant,68000,53500,447,Tiểu Thuyết,35,4.8,Unknown,21.32,23914500
533,202466690,"Cao Thủ ""Đổi Đen Thay Trắng"" - Tập 7",Phong Thư Lưu Ngốc,159000,159000,167,Truyện Đam Mỹ,40,5.0,Nhà Xuất Bản Hà Nội,0.0,26553000
534,57905707,Chữ Số Và Thế Giới - Nguồn Gốc Bị Lãng Quên,Đỗ Minh Triết,145000,107000,1884,Lĩnh Vực Khác,314,4.8,Nhà Xuất Bản Hà Nội,26.21,201588000
535,13624088,Nghĩ Thiện Để Cuộc Đời Và Công Việc Viên Mãn,Inamori Kazuo,70000,56100,3213,Others,206,4.8,Unknown,19.86,180249300
536,108684605,Trí Thông Minh Của Sự Tinh Tế,Tô Mạn,89000,63000,2676,Others,395,4.8,Nhà Xuất Bản Phụ Nữ Việt Nam,29.21,168588000
537,205576473,Đế Quốc Bóng Tối,Tiêu Đường Đông Qua,239000,160100,99,Truyện Đam Mỹ,18,5.0,Nhà Xuất Bản Hà Nội,33.01,15849900
538,196517620,Điểm Đến Cuộc Đời,Đặng Hoàng Giang,90000,54000,55,Others,5,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,2970000
539,197781972,Đi Hát Karaoke Đi,Yama Wayama,50000,35001,513,Others,88,5.0,Nhà Xuất Bản Kim Đồng,30.0,17955513
540,199739996,Triệu Dấu Chân Qua Những Cửa Ô,Nguyễn Trương Quý,160000,96000,84,Truyện Ngắn - Tản Văn - Tạp Văn,3,5.0,Nhà Xuất Bản Phụ Nữ,40.0,8064000
541,106863962,Bên Rặng Tuyết Sơn (Tái Bản),Nguyên Phong,118000,67200,1056,Others,174,5.0,Nhà Xuất Bản Thế Giới,43.05,70963200
542,146223395,Cách thức kinh doanh và đầu cơ cổ phiếu! – How to Trade in Stocks,Richard Smitten,349000,349000,3458,"Sách Tài Chính, Tiền Tệ",721,4.8,Nhà Xuất Bản Thế Giới,0.0,1206842000
543,200672813,Combo Sách Seneca: Những Bức Thư Đạo Đức Tập 1 + Tập 2,Lucius Annaeus Seneca,308000,308000,1,Sách Nghệ Thuật Sống Đẹp,0,0.0,Nhà Xuất Bản Thế Giới,0.0,308000
544,109310241,7 Chiến Lược Thịnh Vượng Và Hạnh Phúc (Tái Bản),Jim Rohn,85000,59500,384,Sách Kỹ Năng Làm Việc,37,5.0,Nhà Xuất Bản Thế Giới,30.0,22848000
545,204078079,"Nghĩ bình đẳng, sống bình đẳng",Nhà Nhiều Cột,172000,103200,41,Others,5,5.0,Nhà Xuất Bản Thế Giới,40.0,4231200
546,13446508,Cánh Đồng Bất Tận (Tái Bản 2019),Nguyễn Ngọc Tư,85000,60400,5665,Truyện Ngắn - Tản Văn - Tạp Văn,714,5.0,Unknown,28.94,342166000
547,69978860,Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,Bác Sĩ George K. Simon,72000,70000,4169,Others,826,4.8,Nhà Xuất Bản Kinh Tế Tphcm,2.78,291830000
549,36363381,Sao Chúng Ta Lại Ngủ,Matthew Walker Phd,249000,175200,1724,Others,337,5.0,Nhà Xuất Bản Lao Động,29.64,302044800
550,201437947,Komi - Nữ Thần Sợ Giao Tiếp - Tập 14,Tomohito Oda,25000,25000,239,Others,37,5.0,Nhà Xuất Bản Kim Đồng,0.0,5975000
551,206675362,Nâng Cao Tần Số Rung Động Mỗi Ngày: Khám Phá Cách Năng Lượng Vận Hành,Lalah Delia,135000,135000,67,Others,3,4.3,Nhà Xuất Bản Hồng Đức,0.0,9045000
552,191045565,Cô Gái Mặc Váy Tím,Imamura Natsuko,95000,57000,262,Truyện Ngắn - Tản Văn - Tạp Văn,24,5.0,Nhà Xuất Bản Hà Nội,40.0,14934000
553,168924459,Tàn Lửa,Shizukui Shusuke,185000,111000,749,Truyện Trinh Thám,148,5.0,Nhà Xuất Bản Hà Nội,40.0,83139000
554,207852953,Blue Period - Tập 07,Yamaguchi Tsubasa,48000,48000,14,Others,1,5.0,Nxb Trẻ,0.0,672000
555,38265901,Điều Quan Trọng Nhất – The Most Important Thing,Howard Marks,299000,299000,4356,"Sách Tài Chính, Tiền Tệ",568,4.7,Nhà Xuất Bản Thế Giới,0.0,1302444000
556,145287904,Sách - Giận (Tái Bản 2021)(Cuốn sách hay của Thiền sư Thích Nhất Hạnh/ Tặng kèm Bookmark),Unknown,135000,135000,3,Sách Nghệ Thuật Sống Đẹp,0,0.0,Nhà Xuất Bản Hồng Đức,0.0,405000
557,181379116,Hackers Toeic Vocabulary (Tái Bản),Hackers,279000,179000,223,Sách Học Tiếng Anh,40,4.8,Nhà Xuất Bản Dân Trí,35.84,39917000
558,100958457,Gieo Trồng Hạnh Phúc (Tái Bản),Thich Nhất Hạnh,89000,62300,1889,Sách Nghệ Thuật Sống Đẹp,209,5.0,Nhà Xuất Bản Lao Động,30.0,117684700
559,197230166,Sách - Đường Đến Tự Do - Tăng Tốc Hiệu Quả Tự Do Tài Chính Của Bạn - First News,Anthony Robbins,228000,205200,2,Bài Học Kinh Doanh,0,0.0,Nhà Xuất Bản Dân Trí,10.0,410400
560,50475521,Đánh Thức Con Người Phi Thường Trong Bạn (Tái Bản 2020),Anthony Robbins,168000,95700,5750,Others,796,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,43.04,550275000
561,205928397,Hoàng Hậu Đỏ - Tình Dục Và Sự Tiến Hóa Của Bản Tính Người,Matt Rioley,299000,188370,19,Lĩnh Vực Khác,0,0.0,Nhà Xuất Bản Thế Giới,37.0,3579030
562,205617693,Sách Gia Định Là Nhớ Sài Gòn Là Thương - First News,Cù Mai Công,118000,100300,2802,Others,0,0.0,Nhà Xuất Bản Dân Trí,15.0,281040600
563,200694869,Shaman King - Tập 19,Hiroyuki Takei,35000,28000,190,Others,19,5.0,Nxb Trẻ,20.0,5320000
564,200630838,Bá Tước Tiểu Thư - Tập 5,Chieko Hosokawa,30000,30000,227,Others,22,5.0,Nhà Xuất Bản Kim Đồng,0.0,6810000
565,205756946,Vua Sáng Chế Tập 22,Tatsuki Nohda,20000,20000,78,Others,6,5.0,Nhà Xuất Bản Kim Đồng,0.0,1560000
566,100947274,Tìm Bình Yên Trong Gia Đình (Tái Bản),Thích Nhất Hạnh,99000,69300,1050,Sách Nghệ Thuật Sống Đẹp,94,5.0,Nhà Xuất Bản Thế Giới,30.0,72765000
567,194205626,Ngụy Chứng Của Solomon - Tập 1 Vụ Án,Miyabe Miyuki,330000,198000,220,Truyện Ngắn - Tản Văn - Tạp Văn,32,4.8,Nhà Xuất Bản Dân Trí,40.0,43560000
568,50884654,Thiên Thần Và Ác Quỷ (Tái Bản),Dan Brown,209000,152000,848,Truyện Trinh Thám,182,4.6,Nhà Xuất Bản Lao Động,27.27,128896000
569,202153817,Những Chàng Trai Ở Lộc Phong Quán – Tập 11,Shimizu Yu,56000,45000,100,Others,12,5.0,Nhà Xuất Bản Hà Nội,19.64,4500000
570,143513113,Con Yêu Bố Chừng Nào,Anita Jeram,79000,47400,706,Văn Học Thiếu Nhi,72,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,33464400
571,143186001,Chiến Thắng Con Quỷ Trong Bạn - Bí Quyết Tự Do Và Thành Công (Tái Bản),Napoleon Hill,115000,80500,1332,Others,186,4.8,Nhà Xuất Bản Lao Động,30.0,107226000
572,53434797,Sách Tài Chính Cá Nhân Cho Người Việt Nam - Tặng Khóa học Online về Tài chính,Lâm Minh Chánh,200000,140000,12588,"Sách Tài Chính, Tiền Tệ",1702,4.7,Nhà Xuất Bản Phụ Nữ,30.0,1762320000
573,11371249,Chuyện Con Mèo Và Con Chuột Bạn Thân Của Nó - Tái Bản,Luis Sepulveda,39000,27001,6370,Tiểu Thuyết,590,5.0,Unknown,30.77,171996370
574,5067167,Tôi Là Ai - Và Nếu Vậy Thì Bao Nhiêu? (Tái Bản 2018),Unknown,126000,75600,4057,Others,312,4.7,Unknown,40.0,306709200
575,766164,Chuyện Tình Đích Thực Siêu Buồn,Gary Shteyngart,119000,90000,548,Tiểu Thuyết,22,4.3,Unknown,24.37,49320000
576,195801674,Khúc Hát Của Chim Ca Và Rắn Độc,Suzanne Collins,236000,159001,171,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,18,5.0,Nhà Xuất Bản Hội Nhà Văn,32.63,27189171
577,93734071,Trí Thông Minh Trên Giường,Esther Perel,219000,170800,170,Others,22,4.7,Nhà Xuất Bản Thanh Niên,22.01,29036000
578,200619497,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 6,Koume Fujichika,38000,37000,257,Others,38,4.8,Nhà Xuất Bản Kim Đồng,2.63,9509000
579,58441509,Ăn Uống Đúng Cách: Bộ Quy Tắc Ẩm Thực Lành Mạnh,Michael Pollan,116000,69600,3107,Others,461,4.7,Nhà Xuất Bản Thế Giới,40.0,216247200
580,199241861,Arya Bàn Bên Thỉnh Thoảng Lại Trêu Ghẹo Tôi Bằng Tiếng Nga – Tập 1,Sunsunsun,95000,74000,816,Others,147,4.7,Nhà Xuất Bản Kim Đồng,22.11,60384000
581,188548615,Combo Chiến Tranh Tiền Tệ 1+2+3+4 ( Song Hong Bing ),Unknown,497000,497000,2802,"Sách Tài Chính, Tiền Tệ",0,0.0,Nhà Xuất Bản Lao Động,0.0,1392594000
582,111285054,Quẳng Gánh Lo Đi & Vui Sống (Tái Bản),Dale Carnegie,86000,56700,1565,Sách Nghệ Thuật Sống Đẹp,187,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.07,88735500
583,22634335,Kỹ Năng Quản Lý Nhân Sự Chuyên Nghiệp,Whitney Johnson,119000,84000,3603,Others,297,4.8,Unknown,29.41,302652000
585,6563565,10 vạn câu hỏi vì sao - trọn bộ 5 tập,Đức Anh,219000,157000,15471,Kiến Thức - Bách Khoa,1674,4.7,Unknown,28.31,2428947000
586,19662184,Một Lít Nước Mắt (Tái Bản 2019),Kito Aya,80000,48000,2312,Tiểu Sử - Hồi Ký,367,4.8,Unknown,40.0,110976000
587,73165394,Nơi Khu Rừng Chạm Tới Những Vì Sao,Glendy Vanderah,179000,112000,2189,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,531,4.7,Nhà Xuất Bản Thanh Niên,37.43,245168000
588,60808682,Bệnh Án Của Thần Linh 2,Unknown,135000,54000,470,Truyện Ngắn - Tản Văn - Tạp Văn,110,4.8,Nhà Xuất Bản Hà Nội,60.0,25380000
589,188535338,Bàn Về Âm Nhạc - Trò Chuyện Cùng Seiji Ozawa,Haruki Murakami,168000,100800,392,Lĩnh Vực Khác,52,5.0,Nhà Xuất Bản Dân Trí,40.0,39513600
590,194104633,Ăn Chay Cùng Nhi,Dương Yến Nhi,249000,160800,437,Others,47,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,35.42,70269600
591,73222800,Nghĩ Giàu Và Làm Giàu (Khổ Nhỏ),Napoleon Hill,108000,71200,1535,Bài Học Kinh Doanh,277,4.7,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.07,109292000
592,198296788,Thân Tâm Trí,Daniel J. Siegel,159000,106000,130,Others,5,3.8,Nhà Xuất Bản Thanh Niên,33.33,13780000
593,197634256,Black Jack - Tập 14 (Bìa Cứng),Osamu Tezuka,135000,117400,290,Others,30,5.0,Nxb Trẻ,13.04,34046000
594,202650475,Chiến Quốc Tung Hoành - Thế Cục Quỷ Cốc Tử Tập 13,Hàn Xuyên Tử,220000,163000,86,Tiểu Thuyết,14,5.0,Nhà Xuất Bản Văn Học,25.91,14018000
595,195187480,"Thiên Quan Tứ Phúc - Tập 6 (Tiểu thuyết, đam mỹ)",Mặc Hương Đồng Khứu,159000,119000,480,Truyện Đam Mỹ,112,5.0,Nhà Xuất Bản Hà Nội,25.16,57120000
596,198414191,Hành Trình Nhân Loại Nguồn Gốc Của Thịnh Vượng Và Bất Bình Đẳng ( Bìa mềm),Oded Galor,229000,156000,275,Kiến Thức Bách Khoa,23,4.7,Nhà Xuất Bản Dân Trí,31.88,42900000
597,196001721,Sự Trỗi Dậy Và Suy Tàn Của Các Cường Quốc ( Tái bản),Paul Kennedy,567000,392000,205,Lịch Sử Thế Giới,31,4.8,Nhà Xuất Bản Thế Giới,30.86,80360000
598,169546325,Lời Hứa Về Một Cây Bút Chì (Tái Bản),Adam Braun,159000,108000,227,Others,46,5.0,Nhà Xuất Bản Thế Giới,32.08,24516000
599,201431426,Vua Sáng Chế - Tập 20,Tatsuki Nohda,20000,19100,210,Others,19,5.0,Nhà Xuất Bản Kim Đồng,4.5,4011000
600,107026337,Eleanor Oliphant Hoàn Toàn Ổn,Gail Honeyman,186000,102300,921,Tiểu Thuyết,210,5.0,Nhà Xuất Bản Hội Nhà Văn,45.0,94218300
601,47242742,Ma Thuật Bị Cấm,Higashino Keigo,115000,69000,2213,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,303,4.7,Nhà Xuất Bản Hà Nội,40.0,152697000
602,11371241,1Q84 (Tập 1) - Tái Bản,Haruki Murakami,138000,82800,991,Tiểu Thuyết,118,4.8,Unknown,40.0,82054800
603,197781967,Cậu Khiến Tôi “Phát Rồ” - There Is No Other,Yama Wayama,50000,45000,470,Others,84,5.0,Nhà Xuất Bản Kim Đồng,10.0,21150000
604,96616370,Con Đường Trở Thành Freelance Writer - Tôi Đã Kiếm 800.000.000 Một Năm Từ Viết Lách Như Thế Nào? (Tái Bản),Linh Phan,220000,176000,2165,Sách Marketing - Bán Hàng,389,4.8,Nhà Xuất Bản Lao Động,20.0,381040000
605,1747347,Chìa Khóa Để Trở Thành Người Đa Ngôn Ngữ,Hồ Thu Hương,109000,70400,4329,Others,197,4.6,Unknown,35.41,304761600
606,72202103,Con Chim Xanh Biếc Bay Về (Nguyễn Nhật Ánh) (Bìa Mềm),Nguyễn Nhật Ánh,150000,108100,16154,Tiểu Thuyết,4284,5.0,Nxb Trẻ,27.93,1746247400
607,66090079,Cơ Thể Tự Chữa Lành: Giải Cứu Gan,Anthony William,250000,152000,4579,Others,815,5.0,Nhà Xuất Bản Thanh Niên,39.2,696008000
608,9695881,Nghệ Thuật đầu tư Dhandho - The Dhandho Investor,Mohnish Pabrai,238000,238000,10662,"Sách Tài Chính, Tiền Tệ",1740,4.8,Nhà Xuất Bản Thế Giới,0.0,2537556000
609,204363203,Lớp Học Rùng Rợn - Tập 3,Emi Ishikawa,30000,30000,117,Others,7,5.0,Nhà Xuất Bản Kim Đồng,0.0,3510000
610,100376369,Đứa Con Gái Hoang Đàng - Hai Số Phận - Phần II,Jeffrey Archer,185000,125000,3058,Tiểu Thuyết,747,4.6,Nhà Xuất Bản Lao Động,32.43,382250000
611,197719874,Suy Nghĩ Thống Kê Trong Đời Thường,Nguyễn Văn Tuấn,160000,136000,804,Sách Kỹ Năng Làm Việc,91,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,15.0,109344000
612,69162891,Mang Thai Sinh Nở Và Nuôi Con Khỏe Mạnh  Cuốn Sách Về Mang Thai Được Tìm Kiếm Nhiều Nhất Tại Hàn Quốc,Kim Geon Oh,265000,190800,1972,Others,366,5.0,Nhà Xuất Bản Hồng Đức,28.0,376257600
613,76012191,"Ta Bắt Đầu Cuộc Đời Mới, Khi Nhận Ra Mình Chỉ Sống Một Lần",Raphaëlle Giordano,108000,64800,1354,Truyện Ngắn - Tản Văn - Tạp Văn,209,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,87739200
614,4218241,Một Ý Niệm Khác Về Hạnh Phúc (Tái Bản),Marc Levy,98000,58800,1594,Tiểu Thuyết,134,5.0,Unknown,40.0,93727200
615,110944231,Đường Về Tỉnh Thức (What is Mindfulness?),Tamara Russell,78000,44400,565,Others,64,5.0,Nhà Xuất Bản Dân Trí,43.08,25086000
616,54624820,Sức Mạnh Của Tĩnh Lặng (Tái Bản 2020),Eckhart Tolle,68000,44800,2588,Others,358,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.12,115942400
617,194959718,Vợ Mới Của Chồng Tôi,Greer Hendricks,215000,145001,181,Truyện Trinh Thám,8,4.8,Nhà Xuất Bản Hà Nội,32.56,26245181
618,75829071,Ngàn Năm Áo Mũ (Tái Bản),Trần Quang Đức,320000,192000,1057,Others,282,5.0,Nhà Xuất Bản Thế Giới,40.0,202944000
619,199728871,Sách Seneca: Những Bức Thư Đạo Đức – Chủ Nghĩa Khắc Kỷ Trong Đời Sống - Tập 2,Lucius Annaeus Seneca,159000,154000,166,Sách Nghệ Thuật Sống Đẹp,13,5.0,Nhà Xuất Bản Thế Giới,3.14,25564000
